"distance";"median mortality class 1";"median mortality class 2";"median mortality class 3";"median mortality class 4";"median mortality class 5";"median mortality class 6";"median mortality class 7";"median mortality class 8"
0,2;0,999999999417166;0,999999975637593;0,999998968618201;0,999850403481776;0,994913851202031;0,88621983125059;0,114131682419972;0,013112463546168
0,5;0,999999995448534;0,999999810265596;0,999992134997866;0,999021996815688;0,974327702839338;0,698040796457212;0,0455375411865946;0,00492756528516627
1;0,999999979658279;0,999999152541989;0,999965747708024;0,996198828829277;0,934965439173195;0,519914059943632;0,0237319177816184;0,00252496233134814
2;0,999999950891882;0,999997974744599;0,999918063554865;0,991620270840301;0,868965074741161;0,364197486203476;0,0132835243470452;0,00140292637316944
5;0,999999711945243;0,999988229554149;0,999566970770117;0,97015993439075;0,705378228997193;0,190646908164007;0,00569811872156912;0,000598162317169443
10;0,999998887662819;0,999955194496609;0,998534553408849;0,927006058084858;0,528801420228762;0,105128164544939;0,00286614075862679;0,000300092240469813
15;0,999997581248242;0,999906370694134;0,997038425849897;0,884081843051023;0,432826190818193;0,0755366371551093;0,00199855621679823;0,000209133370488834
20;0,999996712160041;0,999869059277825;0,99587626166911;0,858066296056141;0,378113314856232;0,0616950118422197;0,00161952532608806;0,000169400582987311
30;0,999991870842962;0,999690850386929;0,991762768774612;0,780225232851762;0,28341529661401;0,0422435668546343;0,00108945490579382;0,000113920053064875
40;0,999985377503233;0,999477415354391;0,986868032815271;0,718949184260085;0,226008898476801;0,0317165918872734;0,000809549577421548;8,46292521450298e-05
50;0,999970633725282;0,999011342695567;0,977939926394878;0,629306387101773;0,1703616636843;0,0226299274488221;0,000573327019884828;5,9925059803817e-05
60;0,999977585832645;0,999212685493305;0,981014667846575;0,645415832662442;0,180558214245153;0,0239324928046631;0,000605644955406687;6,33040616967729e-05
70;0,999940342689577;0,998160961479575;0,963681199364264;0,534019799484605;0,124849087210381;0,0159464844241252;0,000401544967890827;4,19650074192923e-05
80;0,999961633691898;0,998631946062357;0,970536700324913;0,569170031499028;0,137757044571778;0,0178299961702397;0,000449846842884849;4,70144329727251e-05
100;0,999921140099325;0,997447072353598;0,95231725023406;0,479483180361581;0,104080424900729;0,0130155120641068;0,000326684727536359;3,41390426480681e-05
120;0,999860601115211;0,995902320063256;0,93313843427386;0,417955476907769;0,0840280159325675;0,0103548890241695;0,000259469698925791;2,71139225662132e-05
140;0,999796247805252;0,994114916152978;0,915211087860611;0,365382384220475;0,0693326127670765;0,00842938382704203;0,000210795864496155;2,2026604483083e-05
160;0,999702302761704;0,992415848205908;0,899836974345803;0,326982073056686;0,0594601941489075;0,00718437339356334;0,00017947902108767;1,87537418215866e-05
180;0,99971885611602;0,992371804996371;0,893415703780341;0,318551554520622;0,0579882567792771;0,00699745795250337;0,000174794816474699;1,82643007157201e-05
200;0,999575562993996;0,989578641227282;0,870722285001757;0,282544796341088;0,0490399882807347;0,00586919003598168;0,000146451477983894;1,53023249747086e-05
300;0,999343612475472;0,984903666739038;0,827925366598961;0,230665431641476;0,0379996966270241;0,00450783697305213;0,000112350866299959;1,17389288257775e-05
400;0,998993835431376;0,977628348487825;0,777514964857736;0,182519031892321;0,0290778540497646;0,00342289993702447;8,52135237307261e-05;8,90328072644664e-06
500;0,998447235109241;0,968057388279224;0,726206152854093;0,147740761612125;0,022837477456952;0,00267668508340596;6,6625476282417e-05;6,96112522391435e-06
600;0,997975465278637;0,96147351599226;0,693424790599809;0,131280485382891;0,0199495286733449;0,00233276419006392;5,80343376404835e-05;6,06344873005372e-06
700;0,997345964324997;0,950528333016733;0,64824763582594;0,113134670631346;0,0168786598689593;0,00196723362079382;4,89192085549594e-05;5,11103616568365e-06
800;0,995926828852449;0,93466060106236;0,593006506243531;0,0936066737643486;0,0137591607020768;0,00160220558180837;3,9840628075688e-05;4,16251062290707e-06
900;0,995426901086024;0,927608688839318;0,570829995803033;0,0876879338007743;0,0128074566092256;0,00149066548319491;3,70647693500592e-05;3,87248610236868e-06
1000;0,995519020596968;0,931491949267232;0,577737414185886;0,0889308471796805;0,0130135574255404;0,00151328575568949;3,76231537754235e-05;3,93081591798516e-06
1200;0,991656391650003;0,889335294261366;0,472622514712812;0,0617462001770425;0,00881204396026808;0,00102115596234739;2,53767067631694e-05;2,65129709334233e-06
1500;0,990594060031769;0,874032373772409;0,437263011858068;0,0548842344667159;0,00781765734994267;0,000905733202554354;2,25073198042991e-05;2,35150357782987e-06
2000;0,984798304823205;0,828943959179547;0,366409735276537;0,042095915561451;0,00592731084653894;0,000685454269013758;1,70294911155943e-05;1,77918892560469e-06
